,offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
364,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,940.75
365,No,Cash Back,Postcard,High,2,Yes,Medium,1,0,3,No,1049.75
366,No,Points,Postcard,Low,2,No,High,1,1,3,Yes,708.75
367,No,Air Miles,Postcard,Low,2,No,High,4,0,4,No,1170.25
368,No,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,1255.5
369,No,Air Miles,Letter,Low,1,No,High,1,0,3,No,1246.0
370,No,Cash Back,Letter,Low,1,No,Low,1,1,3,Yes,911.5
371,No,Cash Back,Postcard,Medium,1,No,High,2,2,4,Yes,885.75
372,No,Points,Postcard,Medium,2,No,Low,1,1,2,Yes,1101.25
373,No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,1018.75
374,No,Points,Letter,Medium,2,No,High,2,1,3,Yes,1506.0
375,No,Points,Letter,High,1,Yes,High,1,0,3,No,922.0
376,No,Points,Letter,Low,1,No,Low,3,1,4,Yes,1157.75
377,Yes,Points,Postcard,Medium,1,No,High,2,0,3,No,1028.75
378,No,Points,Postcard,Medium,1,Yes,Low,2,0,2,No,1233.0
379,No,Cash Back,Postcard,High,1,No,Medium,2,1,4,Yes,1749.25
380,No,Points,Postcard,High,2,Yes,High,1,1,3,Yes,946.25
381,No,Points,Letter,High,1,No,Low,2,1,2,Yes,1762.0
382,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,1180.0
383,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,898.5
384,No,Cash Back,Letter,High,2,No,High,2,2,4,Yes,984.0
385,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,1100.5
386,No,Points,Letter,High,1,No,High,1,2,3,Yes,765.25
387,No,Air Miles,Letter,Medium,2,No,Low,2,1,4,Yes,1076.75
388,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,970.0
389,No,Air Miles,Postcard,Medium,3,No,High,1,2,4,Yes,1206.0
390,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,292.0
391,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,1001.0
392,No,Points,Letter,Medium,1,No,Medium,1,1,2,Yes,920.25
393,No,Points,Letter,Medium,1,No,High,2,2,1,Yes,925.75
394,No,Cash Back,Letter,High,1,No,Medium,1,0,4,No,673.75
395,No,Air Miles,Postcard,Medium,1,No,Low,2,0,4,No,996.25
396,No,Air Miles,Letter,Low,2,Yes,Medium,2,1,5,Yes,246.0
397,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1135.25
398,No,Cash Back,Postcard,Medium,1,No,High,2,0,3,No,929.0
399,No,Points,Letter,High,2,No,High,2,1,3,Yes,1241.0
400,No,Points,Letter,Medium,1,No,Low,2,2,5,Yes,790.75
401,Yes,Cash Back,Postcard,Low,1,No,Low,2,0,4,No,1364.75
402,No,Points,Postcard,High,1,No,High,3,2,3,Yes,785.5
403,No,Air Miles,Postcard,Medium,1,No,Medium,2,0,3,No,1074.25
404,No,Air Miles,Postcard,Medium,1,No,High,2,2,4,Yes,1041.0
405,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,4,Yes,1097.0
406,No,Points,Letter,Medium,1,No,High,4,1,2,Yes,1130.0
407,No,Cash Back,Postcard,Low,2,No,High,1,1,1,Yes,1186.75
408,No,Cash Back,Postcard,High,1,No,Low,1,1,3,Yes,1058.5
409,No,Air Miles,Letter,Medium,1,No,Low,3,0,4,No,1048.75
410,No,Points,Letter,High,1,No,Low,2,0,3,No,1036.0
411,Yes,Points,Postcard,Medium,2,No,Low,1,1,3,Yes,841.75
412,No,Air Miles,Letter,Medium,2,No,Medium,2,1,3,Yes,753.75
413,No,Points,Letter,Low,1,No,High,3,0,4,No,1009.0
414,No,Points,Postcard,High,1,No,Medium,2,0,1,No,1340.0
415,No,Points,Postcard,Medium,2,No,Low,4,1,3,Yes,782.75
416,No,Air Miles,Letter,High,2,No,Low,4,1,3,Yes,1162.25
417,No,Points,Letter,Medium,2,No,High,3,1,3,Yes,250.5
418,No,Points,Letter,Low,2,No,Low,2,1,4,Yes,966.75
419,No,Points,Postcard,High,1,No,High,2,0,3,No,1233.5
420,No,Points,Letter,Medium,1,No,Medium,3,0,2,No,1778.75
421,No,Air Miles,Postcard,Low,2,No,Low,2,1,3,Yes,954.75
422,Yes,Air Miles,Postcard,Medium,2,No,Low,1,0,4,No,1327.25
423,No,Cash Back,Letter,Medium,1,No,Medium,2,0,5,No,966.0
424,No,Air Miles,Letter,Low,1,No,Low,2,1,5,Yes,1028.25
425,No,Air Miles,Postcard,Medium,1,Yes,High,1,2,4,Yes,795.5
426,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,1171.75
427,No,Cash Back,Postcard,Low,1,Yes,Low,1,0,5,No,686.0
428,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,1094.25
429,No,Air Miles,Letter,Medium,1,No,Medium,2,0,4,No,107.75
430,No,Air Miles,Letter,High,1,Yes,Low,2,2,3,Yes,962.5
431,No,Cash Back,Postcard,Low,1,No,High,3,2,5,Yes,783.75
432,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,1255.75
433,No,Cash Back,Letter,Medium,1,No,Low,1,1,3,Yes,1255.75
434,No,Cash Back,Letter,Medium,1,No,High,2,1,4,Yes,1005.25
435,No,Points,Letter,Medium,2,No,High,2,1,5,Yes,821.25
436,No,Air Miles,Letter,Medium,1,No,Medium,1,1,2,Yes,635.25
437,No,Cash Back,Postcard,Low,1,No,Medium,2,1,3,Yes,1154.0
438,No,Cash Back,Postcard,Low,2,No,Low,1,1,3,Yes,997.25
439,No,Points,Postcard,High,1,Yes,Low,1,2,5,Yes,1106.25
440,No,Air Miles,Postcard,Medium,1,No,Low,2,1,4,Yes,179.5
441,No,Points,Postcard,Medium,1,No,High,2,1,6,Yes,946.75
442,No,Points,Letter,Low,1,No,High,1,0,4,No,1096.25
443,No,Cash Back,Letter,High,1,No,Low,2,1,2,Yes,279.0
444,No,Air Miles,Letter,Medium,1,No,High,1,0,4,No,285.0
445,No,Air Miles,Postcard,Medium,1,Yes,High,3,2,3,Yes,1100.5
446,Yes,Air Miles,Postcard,Low,1,Yes,Low,1,1,4,Yes,1034.75
447,No,Cash Back,Letter,High,1,Yes,Medium,1,0,4,No,1113.25
448,No,Air Miles,Postcard,High,1,Yes,High,2,0,4,No,1262.25
449,No,Cash Back,Postcard,High,1,No,High,1,1,5,Yes,1159.0
450,No,Points,Letter,Medium,1,No,Medium,1,0,3,No,980.0
451,No,Air Miles,Letter,Medium,1,No,Low,1,1,6,Yes,1085.5
452,No,Cash Back,Letter,Low,2,No,High,1,0,2,No,812.25
453,No,Air Miles,Letter,Medium,1,No,Medium,1,0,3,No,237.75
454,No,Cash Back,Postcard,Low,1,No,Low,3,0,3,No,1055.5
455,No,Cash Back,Postcard,Low,1,No,Medium,2,2,2,Yes,941.25
456,No,Air Miles,Letter,Low,1,No,Low,2,1,2,Yes,1005.0
457,No,Air Miles,Postcard,Medium,1,Yes,Low,2,1,4,Yes,1066.25
458,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,1452.25
459,No,Cash Back,Postcard,Medium,1,No,Low,2,0,4,No,137.0
460,No,Points,Postcard,High,2,No,Low,3,0,3,No,781.0
461,No,Air Miles,Letter,Low,1,No,Low,1,1,3,Yes,900.75
462,No,Air Miles,Letter,Medium,1,No,High,2,0,4,No,1135.0
463,No,Cash Back,Letter,Medium,1,No,Medium,3,1,3,Yes,1054.25
464,No,Air Miles,Postcard,Medium,1,No,Low,2,0,4,No,1191.5
465,Yes,Cash Back,Letter,Medium,1,No,Low,3,0,4,No,938.25
466,No,Points,Letter,Medium,1,Yes,High,2,1,3,Yes,794.75
467,No,Cash Back,Letter,Medium,1,Yes,Medium,3,1,4,Yes,983.25
468,No,Points,Letter,Medium,1,Yes,Low,1,0,4,No,672.5
469,No,Points,Postcard,Medium,1,No,High,3,0,5,No,956.25
470,No,Points,Postcard,Low,1,No,Medium,2,0,5,No,1179.0
471,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,1168.0
472,No,Points,Postcard,High,1,No,High,3,1,4,Yes,974.0
473,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,1071.75
474,No,Air Miles,Letter,Medium,1,No,Medium,3,1,5,Yes,1164.5
475,No,Cash Back,Letter,High,1,No,Low,1,1,3,Yes,806.75
476,Yes,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,1054.75
477,No,Cash Back,Letter,High,2,No,Low,1,0,2,No,1229.5
478,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1122.0
479,No,Air Miles,Letter,Medium,2,No,Medium,1,1,5,Yes,832.25
480,No,Points,Letter,Medium,1,No,High,1,0,1,No,822.0
481,No,Points,Letter,Low,1,No,Medium,3,1,2,Yes,751.0
482,No,Air Miles,Postcard,High,1,No,Medium,3,0,4,No,1449.5
483,No,Points,Letter,High,1,No,Medium,2,1,2,Yes,1018.75
484,No,Cash Back,Postcard,High,1,No,Medium,2,0,2,No,1262.75
485,No,Cash Back,Letter,High,2,No,Medium,3,1,6,Yes,1388.0
486,No,Cash Back,Postcard,High,1,Yes,Medium,3,1,5,Yes,770.0
487,No,Points,Letter,Low,2,No,High,2,1,3,Yes,1357.25
488,No,Points,Letter,Medium,2,No,High,3,1,5,Yes,1131.5
489,No,Air Miles,Letter,Medium,1,Yes,Low,2,0,3,No,831.5
490,No,Air Miles,Postcard,Medium,1,Yes,Medium,2,0,3,No,1032.75
491,No,Air Miles,Letter,Low,1,No,Low,3,0,2,No,288.25
492,No,Points,Letter,Medium,1,No,Low,2,0,4,No,709.0
493,Yes,Points,Postcard,Medium,1,No,High,1,1,2,Yes,612.75
494,No,Air Miles,Letter,Medium,1,No,Low,1,3,4,Yes,1220.0
495,No,Air Miles,Letter,Medium,2,No,High,2,0,4,No,1153.75
496,No,Air Miles,Postcard,High,2,Yes,High,3,1,3,Yes,1045.5
497,No,Cash Back,Letter,Medium,1,No,Medium,2,1,3,Yes,1083.0
498,No,Cash Back,Letter,Medium,1,No,Low,2,2,2,Yes,1070.75
499,No,Cash Back,Letter,Low,2,No,Low,2,2,3,Yes,886.25
500,No,Cash Back,Letter,Low,2,No,Low,1,0,3,No,259.0
501,Yes,Points,Postcard,Low,1,No,Low,2,0,1,No,1215.75
502,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,258.75
503,No,Air Miles,Postcard,High,2,No,High,4,1,4,Yes,1056.25
504,No,Cash Back,Postcard,High,1,No,Medium,2,0,5,No,845.0
505,No,Cash Back,Letter,Medium,1,Yes,High,1,2,4,Yes,444.75
506,No,Air Miles,Letter,Medium,2,No,Medium,2,1,4,Yes,663.0
507,No,Air Miles,Letter,Low,1,No,High,2,1,4,Yes,820.0
508,No,Points,Letter,Medium,2,No,High,1,0,3,No,947.75
509,No,Cash Back,Letter,Medium,1,No,Low,2,0,3,No,1466.75
510,No,Air Miles,Postcard,Low,1,No,Low,3,0,5,No,1405.0
511,No,Points,Postcard,Low,2,No,Low,2,0,4,No,1687.25
512,No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,977.75
513,No,Points,Letter,Medium,1,No,Medium,1,0,4,No,1293.5
514,No,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,4,Yes,1035.25
515,No,Points,Postcard,Low,1,No,High,3,0,2,No,973.0
516,No,Points,Postcard,Low,1,No,High,3,2,5,Yes,177.25
517,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,1027.75
518,No,Air Miles,Postcard,High,1,No,High,1,0,4,No,764.75
519,No,Points,Postcard,Medium,2,No,Medium,2,0,4,No,1046.75
520,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,237.5
521,No,Cash Back,Postcard,Medium,1,No,High,1,0,3,No,1325.75
522,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,865.25
523,No,Air Miles,Letter,Low,2,No,Medium,1,1,3,Yes,977.0
524,No,Air Miles,Postcard,High,1,No,Low,2,0,3,No,753.75
525,No,Air Miles,Letter,Medium,1,Yes,Medium,4,0,3,No,1008.75
526,No,Air Miles,Postcard,High,2,No,Medium,3,0,3,No,208.25
527,No,Points,Letter,High,1,No,High,2,0,2,No,1016.5
528,No,Air Miles,Postcard,Medium,2,No,Low,2,2,6,Yes,1039.0
529,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,1252.0
530,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,4,Yes,816.75
531,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1066.0
532,Yes,Cash Back,Postcard,Low,2,Yes,Low,2,1,3,Yes,1097.5
533,No,Air Miles,Letter,Low,1,No,Low,2,0,4,No,1014.5
534,No,Points,Letter,High,2,No,High,1,1,2,Yes,1174.0
535,No,Points,Letter,Medium,1,No,High,1,1,4,Yes,817.0
536,No,Points,Letter,High,1,No,Low,2,1,3,Yes,986.75
537,No,Points,Letter,Medium,2,No,High,1,1,3,Yes,920.25
538,No,Air Miles,Letter,Medium,1,No,Medium,2,0,4,No,715.75
539,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,203.0
540,No,Air Miles,Postcard,High,1,No,Low,1,1,5,Yes,1245.5
541,No,Points,Postcard,Medium,1,No,High,1,1,2,Yes,1173.5
542,No,Air Miles,Letter,High,1,Yes,Low,1,0,5,No,1007.25
543,No,Points,Postcard,Medium,1,No,High,1,0,5,No,308.0
544,No,Air Miles,Letter,Low,1,No,Medium,3,1,3,Yes,330.25
545,No,Cash Back,Letter,High,1,No,Low,2,0,4,No,370.25
546,No,Air Miles,Postcard,High,1,No,Medium,2,0,4,No,946.5
547,No,Points,Letter,Medium,1,Yes,Low,1,0,5,No,1028.75
548,No,Cash Back,Postcard,Low,1,No,High,1,1,5,Yes,274.0
549,No,Air Miles,Letter,Low,2,No,High,2,1,4,Yes,1021.0
550,No,Points,Postcard,High,1,No,High,2,1,6,Yes,255.25
551,No,Cash Back,Postcard,High,1,No,Medium,2,0,4,No,1101.0
552,No,Cash Back,Postcard,Low,1,No,High,3,0,2,No,896.75
553,No,Air Miles,Postcard,Medium,1,Yes,High,1,0,4,No,898.75
554,Yes,Air Miles,Postcard,Medium,1,No,High,2,0,4,No,1070.0
555,No,Cash Back,Postcard,Medium,2,No,Low,3,0,4,No,1037.25
556,No,Points,Postcard,Low,1,No,High,3,1,2,Yes,1258.75
557,No,Air Miles,Letter,High,1,No,Medium,2,2,5,Yes,1351.5
558,No,Cash Back,Letter,Low,1,Yes,Low,3,1,3,Yes,1166.75
559,No,Points,Letter,Low,1,No,Medium,2,0,5,No,303.0
560,No,Cash Back,Letter,Low,1,No,High,2,1,3,Yes,976.0
561,No,Points,Postcard,Low,2,No,Low,2,1,4,Yes,960.75
562,No,Cash Back,Letter,Low,3,No,Low,1,2,4,Yes,1000.25
563,No,Cash Back,Postcard,Medium,1,No,Low,2,2,5,Yes,1053.0
564,No,Points,Letter,Medium,1,Yes,Low,2,1,4,Yes,912.5
565,No,Cash Back,Letter,Medium,1,No,Low,1,1,4,Yes,259.5
566,No,Points,Letter,High,1,No,Medium,1,1,4,Yes,1232.5
567,No,Cash Back,Postcard,Low,1,No,Medium,3,1,3,Yes,140.75
568,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,5,Yes,1058.25
569,No,Points,Letter,Medium,1,No,High,1,2,4,Yes,939.75
570,No,Air Miles,Letter,Medium,1,No,Low,2,0,5,No,1059.25
571,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,1042.25
572,No,Air Miles,Letter,Low,2,No,Low,2,0,2,No,755.75
573,No,Air Miles,Postcard,High,1,Yes,Low,4,0,4,No,1110.5
574,No,Points,Letter,Low,1,No,High,2,1,5,Yes,997.75
575,No,Air Miles,Postcard,High,2,No,Low,3,1,4,Yes,945.25
576,No,Points,Postcard,Medium,2,No,Medium,2,1,3,Yes,895.0
577,No,Air Miles,Letter,Low,1,No,Medium,2,2,4,Yes,1004.75
578,No,Points,Postcard,Low,1,No,High,2,1,3,Yes,1210.5
579,No,Cash Back,Postcard,Low,1,No,Low,2,0,3,No,953.75
580,No,Air Miles,Postcard,Low,1,No,Medium,3,1,6,Yes,930.5
581,No,Air Miles,Letter,Medium,2,No,Medium,3,0,3,No,1045.75
582,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,341.5
583,No,Air Miles,Letter,High,1,No,High,2,1,3,Yes,687.0
584,No,Points,Letter,Low,1,No,High,1,0,4,No,1223.0
585,No,Cash Back,Letter,Low,2,No,Medium,2,1,4,Yes,620.5
586,Yes,Points,Postcard,High,1,No,Low,2,1,2,Yes,1126.25
587,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,956.5
588,No,Points,Letter,Medium,1,No,Low,3,1,1,Yes,251.75
589,No,Air Miles,Letter,Low,2,Yes,Low,2,1,3,Yes,1241.75
590,No,Points,Postcard,Medium,2,No,Low,2,0,3,No,112.75
591,No,Air Miles,Postcard,High,1,Yes,High,2,0,3,No,1285.25
592,No,Cash Back,Postcard,High,1,Yes,Low,2,1,2,Yes,1062.0
593,No,Cash Back,Letter,High,2,No,High,2,0,4,No,1141.25
594,No,Cash Back,Letter,Medium,2,Yes,High,2,2,3,Yes,1133.5
595,No,Air Miles,Postcard,High,1,No,Low,1,1,4,Yes,1335.75
596,No,Cash Back,Postcard,Medium,1,No,High,1,1,2,Yes,206.0
597,No,Cash Back,Postcard,Medium,1,No,High,2,2,2,Yes,1098.25
598,No,Points,Letter,Medium,1,No,Medium,2,1,2,Yes,1308.0
599,No,Air Miles,Postcard,High,1,No,Low,2,0,4,No,1292.25
600,No,Air Miles,Letter,High,1,No,Medium,2,1,2,Yes,1147.25
601,No,Cash Back,Letter,Low,1,No,Low,2,0,4,No,1035.25
602,No,Air Miles,Postcard,Low,1,No,Low,1,1,3,Yes,850.75
603,No,Air Miles,Letter,Medium,1,No,Medium,1,1,3,Yes,675.25
604,Yes,Air Miles,Letter,High,2,Yes,Medium,1,1,4,Yes,175.75
605,No,Points,Postcard,Medium,1,Yes,Low,2,1,5,Yes,840.25
606,No,Cash Back,Letter,High,1,No,Medium,2,2,3,Yes,225.5
607,No,Cash Back,Postcard,Low,1,No,Low,2,0,2,No,1422.75
608,No,Points,Letter,Medium,1,No,High,2,2,3,Yes,735.75
609,Yes,Points,Postcard,Low,1,Yes,Low,1,0,5,No,825.5
610,No,Air Miles,Postcard,Low,2,No,Low,3,1,4,Yes,843.0
611,No,Air Miles,Postcard,High,2,No,Medium,3,1,3,Yes,1006.75
612,No,Air Miles,Postcard,Medium,1,No,Low,1,1,4,Yes,1155.0
613,No,Cash Back,Postcard,Medium,1,No,Medium,2,0,4,No,1045.5
614,No,Air Miles,Postcard,Medium,1,No,Low,2,1,3,Yes,1033.25
615,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,5,Yes,342.5
616,No,Air Miles,Letter,Medium,2,No,Low,1,1,3,Yes,833.75
617,Yes,Air Miles,Postcard,High,1,No,Low,1,2,5,Yes,259.25
618,No,Air Miles,Letter,Low,1,No,Medium,1,1,4,Yes,1154.75
619,No,Cash Back,Postcard,Low,2,No,High,3,1,3,Yes,732.75
620,No,Air Miles,Letter,Medium,1,No,Medium,1,0,2,No,979.0
621,No,Points,Postcard,Medium,1,No,High,2,1,5,Yes,1092.0
622,No,Cash Back,Postcard,High,2,No,Low,1,1,3,Yes,1082.25
623,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,928.5
624,Yes,Air Miles,Postcard,High,1,No,Medium,2,0,3,No,985.75
625,No,Air Miles,Letter,Low,1,No,Low,2,0,4,No,1091.25
626,No,Points,Postcard,High,2,No,Medium,1,0,6,No,961.5
627,No,Cash Back,Letter,High,1,No,High,2,0,5,No,1492.0
628,No,Points,Postcard,Medium,1,No,High,1,1,4,Yes,1206.5
629,No,Air Miles,Postcard,Low,1,No,High,2,0,4,No,869.5
630,Yes,Points,Postcard,Medium,2,No,Low,2,1,5,Yes,955.75
631,No,Air Miles,Postcard,Low,2,Yes,Low,2,0,4,No,831.5
632,No,Air Miles,Postcard,Medium,2,No,High,3,0,4,No,1351.0
633,Yes,Air Miles,Postcard,Medium,1,No,Low,2,2,4,Yes,1124.0
634,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1143.5
635,No,Cash Back,Postcard,Medium,1,Yes,High,1,1,2,Yes,235.5
636,Yes,Air Miles,Postcard,Medium,1,No,Medium,1,1,5,Yes,1014.25
637,No,Points,Letter,High,1,No,Medium,1,1,4,Yes,1034.75
638,Yes,Air Miles,Postcard,Medium,2,Yes,Low,2,1,3,Yes,1074.75
639,No,Cash Back,Letter,High,2,No,Medium,3,1,2,Yes,1611.75
640,No,Air Miles,Letter,Low,3,No,Medium,3,0,3,No,142.0
641,No,Air Miles,Postcard,Medium,2,No,Medium,3,1,3,Yes,1177.75
642,No,Cash Back,Letter,Medium,2,No,Medium,3,1,4,Yes,1169.5
643,No,Air Miles,Letter,Medium,1,No,Low,2,0,2,No,1301.25
644,No,Air Miles,Letter,Medium,1,Yes,High,3,2,3,Yes,1403.25
645,No,Points,Letter,High,3,No,High,1,1,2,Yes,1113.0
646,No,Points,Letter,Low,2,Yes,Low,1,0,3,No,1175.25
647,No,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,1133.75
648,No,Air Miles,Postcard,Low,2,No,High,2,1,4,Yes,164.75
649,No,Cash Back,Postcard,High,1,No,Medium,2,1,2,Yes,1343.0
650,No,Points,Letter,Medium,1,No,High,3,1,3,Yes,931.0
651,No,Air Miles,Letter,Medium,1,No,Medium,1,0,5,No,1000.25
652,Yes,Points,Postcard,High,1,No,Low,1,1,3,Yes,1015.75
653,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,931.5
654,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,4,Yes,1376.25
655,No,Air Miles,Letter,High,2,No,High,1,0,6,No,1186.25
656,Yes,Points,Postcard,Low,1,No,Low,2,0,3,No,970.75
657,No,Air Miles,Postcard,Medium,1,Yes,High,1,1,4,Yes,1172.0
658,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,3,Yes,1085.0
659,Yes,Cash Back,Letter,Low,2,No,Low,2,1,4,Yes,1084.0
660,Yes,Points,Postcard,Low,1,No,Low,2,1,4,Yes,178.5
661,No,Air Miles,Postcard,High,1,No,High,1,0,4,No,1664.25
662,No,Air Miles,Letter,Low,1,Yes,Medium,2,0,2,No,1021.5
663,No,Cash Back,Postcard,High,1,No,High,2,0,3,No,1047.75
664,No,Cash Back,Letter,High,1,Yes,Medium,3,2,4,Yes,984.5
665,No,Points,Postcard,Medium,1,Yes,Low,2,1,6,Yes,1489.25
666,No,Points,Letter,Medium,1,No,Low,2,0,3,No,678.25
667,No,Cash Back,Postcard,Low,3,No,Low,2,1,3,Yes,964.0
668,Yes,Points,Letter,Low,1,No,Low,2,1,6,Yes,140.0
669,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,4,Yes,951.25
670,No,Points,Postcard,Low,1,No,Low,2,1,4,Yes,987.25
671,No,Points,Letter,Medium,1,No,Medium,1,1,3,Yes,1087.75
672,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,249.0
673,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,903.0
674,No,Points,Letter,Medium,1,No,Medium,2,0,4,No,1023.5
675,No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,959.75
676,No,Points,Postcard,Medium,1,No,Medium,2,0,1,No,892.75
677,No,Cash Back,Letter,High,2,No,Medium,3,0,3,No,268.0
678,No,Cash Back,Postcard,Medium,1,No,Low,3,0,3,No,1073.5
679,No,Air Miles,Postcard,Medium,1,No,High,1,2,4,Yes,1127.75
680,No,Cash Back,Postcard,Medium,1,No,Low,1,1,3,Yes,308.0
681,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,671.0
682,No,Points,Postcard,Medium,1,No,Low,1,2,2,Yes,758.75
683,No,Points,Postcard,Medium,3,No,Medium,2,1,4,Yes,1228.0
684,No,Points,Letter,Low,1,No,Low,2,1,4,Yes,655.75
685,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,3,Yes,136.0
686,No,Points,Postcard,Medium,1,No,High,2,0,2,No,1219.75
687,No,Points,Postcard,High,1,No,Medium,2,2,5,Yes,1312.5
688,No,Points,Postcard,High,1,Yes,High,2,1,5,Yes,844.0
689,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,288.5
690,No,Air Miles,Postcard,High,1,No,Low,1,1,3,Yes,954.75
691,No,Points,Postcard,Medium,1,No,Low,1,2,3,Yes,1195.5
692,No,Points,Letter,Medium,1,No,Low,2,1,3,Yes,850.5
693,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,1139.0
694,No,Points,Letter,Low,2,No,High,1,2,3,Yes,825.25
695,No,Cash Back,Postcard,Medium,2,No,Low,2,1,4,Yes,1065.25
696,No,Air Miles,Postcard,Medium,2,Yes,Medium,2,0,4,No,926.5
697,No,Points,Postcard,Medium,1,No,High,2,0,3,No,962.25
698,No,Cash Back,Postcard,Low,1,No,High,1,1,3,Yes,642.5
699,No,Air Miles,Postcard,High,1,No,Low,2,2,5,Yes,1245.75
700,No,Points,Postcard,Medium,1,No,High,3,1,3,Yes,927.75
701,No,Cash Back,Letter,Medium,1,No,High,1,0,5,No,1149.25
702,No,Air Miles,Postcard,High,1,No,Medium,2,1,4,Yes,893.25
703,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,5,Yes,1004.75
704,No,Air Miles,Postcard,High,1,No,Medium,1,1,5,Yes,932.0
705,No,Air Miles,Postcard,Medium,1,No,High,4,1,4,Yes,947.0
706,No,Points,Letter,High,1,Yes,High,2,0,4,No,841.5
707,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,247.75
708,No,Air Miles,Letter,Medium,1,No,Low,3,0,3,No,305.75
709,Yes,Cash Back,Postcard,Medium,1,No,High,3,0,3,No,978.75
710,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,4,Yes,1232.75
711,No,Points,Postcard,Medium,1,No,Low,2,0,3,No,719.5
712,No,Points,Postcard,Medium,1,No,Low,4,1,3,Yes,1349.75
713,No,Cash Back,Postcard,High,2,No,Low,2,1,4,Yes,1221.25
714,No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,927.5
715,No,Air Miles,Letter,High,1,No,Low,3,0,4,No,240.0
716,No,Cash Back,Postcard,Low,1,No,High,3,2,4,Yes,350.75
717,No,Air Miles,Postcard,Medium,1,No,High,2,0,2,No,932.75
718,No,Cash Back,Letter,Medium,1,No,Medium,1,0,3,No,980.0
719,Yes,Points,Letter,Medium,1,No,Low,2,0,3,No,259.75
720,No,Points,Letter,High,2,No,Medium,1,2,4,Yes,280.25
721,No,Cash Back,Postcard,Medium,1,No,Medium,2,0,3,No,1193.75
722,No,Air Miles,Postcard,Low,1,No,Medium,1,2,2,Yes,1067.75
723,No,Cash Back,Postcard,Medium,1,No,High,2,0,5,No,1542.0
724,No,Cash Back,Postcard,Medium,1,No,Low,1,0,5,No,947.0
725,No,Points,Postcard,Medium,2,No,Medium,2,0,3,No,738.75
726,No,Air Miles,Letter,Medium,1,Yes,Medium,2,0,5,No,1153.75
727,No,Points,Postcard,Medium,2,No,Medium,2,1,5,Yes,755.5
728,No,Points,Letter,Low,1,No,Medium,2,1,3,Yes,1309.5
